replication,failureMode,setting,true,estimate,bias,se,ciLow,ciHigh,covered
70,AI extraction error,low extraction error,0.640770980275193,0.6811936235267628,0.040422643251569856,0.11228793164942727,0.4611092774938854,0.9012779695596402,1
71,AI extraction error,low extraction error,0.6229147534641355,0.6654377277657063,0.042522974301570815,0.10999890839105257,0.4498398673192433,0.8810355882121693,1
72,AI extraction error,low extraction error,0.6424778254322276,0.6486601627298154,0.00618233729758777,0.1147573119435781,0.4237358313204023,0.8735844941392286,1
73,AI extraction error,low extraction error,0.6547778024462749,0.6946848634060312,0.03990706095975627,0.11148885579979097,0.4761667060384409,0.9132030207736215,1
74,AI extraction error,low extraction error,0.64199139688646,0.7060168195674117,0.06402542268095168,0.12263290138831678,0.4656563328463108,0.9463773062885126,1
75,AI extraction error,low extraction error,0.6688727790091806,0.5441730133038429,-0.1246997657053377,0.10620627550864345,0.33600871330690174,0.7523373133007841,1
76,AI extraction error,low extraction error,0.6498096344892609,0.7557125791726775,0.10590294468341666,0.11809043777844519,0.524255321126925,0.9871698372184301,1
77,AI extraction error,low extraction error,0.6543788391668784,0.7136708337690157,0.0592919946021373,0.11124682335419514,0.4956270599947933,0.9317146075432382,1
78,AI extraction error,low extraction error,0.6536302813902864,0.6368024227237918,-0.01682785866649461,0.12373226826373847,0.39428717692686444,0.8793176685207192,1
79,AI extraction error,low extraction error,0.650003673935927,0.7517155318096957,0.1017118578737688,0.10819168285296107,0.539659833417892,0.9637712302014995,1
80,AI extraction error,low extraction error,0.6238380262745069,0.7000942572250377,0.0762562309505308,0.10286909667888346,0.49847082773442614,0.9017176867156493,1
81,AI extraction error,low extraction error,0.6487572802383318,0.7139237216569986,0.06516644141866679,0.1040324091689815,0.5100201996857948,0.9178272436282023,1
82,AI extraction error,low extraction error,0.6384914699023675,0.5794547616886465,-0.05903670821372098,0.10297509378286049,0.37762357787423995,0.7812859455030531,1
83,AI extraction error,low extraction error,0.6386951902038374,0.7767799533957684,0.13808476319193108,0.10542480077741036,0.5701473438720441,0.9834125629194927,1
84,AI extraction error,low extraction error,0.6151084284691577,0.5328922844713898,-0.08221614399776789,0.10702998430999812,0.3231135152237935,0.7426710537189861,1
85,AI extraction error,low extraction error,0.6697953098399259,0.5848193979049559,-0.08497591193497,0.1102231431688408,0.3687820372940279,0.8008567585158838,1
86,AI extraction error,low extraction error,0.6575528674944999,0.6027632694705579,-0.05478959802394201,0.11026573332099297,0.3866424321614117,0.8188841067797041,1
87,AI extraction error,low extraction error,0.6450107261128243,0.6590387102180087,0.014027984105184466,0.10135885380188006,0.4603753567663238,0.8577020636696937,1
88,AI extraction error,low extraction error,0.6406005777484491,0.851250075395361,0.21064949764691188,0.10765940083155691,0.6402376497655095,1.0622625010252125,1
89,AI extraction error,low extraction error,0.6420969822407002,0.5025217195292916,-0.13957526271140863,0.11333031896312509,0.2803942943615664,0.7246491446970168,1
90,AI extraction error,low extraction error,0.6400697493725167,0.5765385200994123,-0.0635312292731044,0.10264757283720741,0.3753492773384858,0.7777277628603388,1
91,AI extraction error,low extraction error,0.6276676085060694,0.6245568532540602,-0.003110755252009212,0.10321774290963477,0.422250077151176,0.8268636293569444,1
92,AI extraction error,low extraction error,0.6557777626666348,0.7259798352533057,0.07020207258667088,0.120583977547971,0.48963523925928254,0.9623244312473288,1
93,AI extraction error,low extraction error,0.6320449016532094,0.5867751901746758,-0.045269711478533536,0.11087510509757702,0.36945998418342485,0.8040903961659268,1
94,AI extraction error,low extraction error,0.6431957070223273,0.7063268258606459,0.06313111883831857,0.10609638844219522,0.49837790451394326,0.9142757472073485,1
95,AI extraction error,low extraction error,0.6476261725583337,0.6875824575250118,0.039956284966678135,0.10483123529404488,0.48211323634868386,0.8930516787013397,1
96,AI extraction error,low extraction error,0.6484962103605132,0.5029377267335463,-0.14555848362696688,0.11049569611923599,0.2863661623398438,0.7195092911272488,1
97,AI extraction error,low extraction error,0.6568744873281843,0.7136627530207581,0.05678826569257378,0.1093624951492129,0.49931226252830085,0.9280132435132153,1
98,AI extraction error,low extraction error,0.606711916031341,0.49121617429757625,-0.11549574173376476,0.1098769568965117,0.2758573387804133,0.7065750098147392,1
99,AI extraction error,low extraction error,0.6361900951181225,0.6292308737116887,-0.006959221406433791,0.10173585903493086,0.42982859000322426,0.8286331574201532,1
100,AI extraction error,low extraction error,0.6502217267962608,0.7185126755968033,0.06829094880054254,0.10934632872267532,0.5041938713003598,0.9328314798932469,1
101,AI extraction error,low extraction error,0.6207256276886235,0.5340602988800324,-0.08666532880859112,0.12246829362908199,0.29402244336703165,0.7740981543930331,1
102,AI extraction error,low extraction error,0.6445684234571278,0.6781204693941937,0.033552045937065844,0.12245940216432656,0.43810004115211365,0.9181408976362737,1
103,AI extraction error,low extraction error,0.6458250064588791,0.6265973020090027,-0.019227704449876426,0.10808916132330129,0.4147425458153321,0.8384520582026732,1
104,AI extraction error,low extraction error,0.6483655943422163,0.6640746985377317,0.01570910419551541,0.1118472561956354,0.4448540763942863,0.8832953206811771,1
105,AI extraction error,low extraction error,0.6360075878829964,0.5993934720856096,-0.036614115797386826,0.11332395101112919,0.37727852810379636,0.8215084160674228,1
106,AI extraction error,low extraction error,0.6491295258637763,0.6334193518560516,-0.015710174007724675,0.11574303564104702,0.40656300199959944,0.8602757017125038,1
107,AI extraction error,low extraction error,0.6431552822127764,0.5948491911622039,-0.048306091050572486,0.11548632071296386,0.36849600256479476,0.8212023797596131,1
108,AI extraction error,low extraction error,0.6514900161856851,0.6954828290435019,0.043992812857816754,0.11168106201103904,0.4765879475018654,0.9143777105851384,1
109,AI extraction error,low extraction error,0.6588357810171968,0.8514862512321524,0.19265047021495563,0.10319720043933885,0.6492197383710483,1.0537527640932565,1
110,AI extraction error,low extraction error,0.6511515417515823,0.7572194673245047,0.10606792557292244,0.10782304889653196,0.5458862914873021,0.9685526431617074,1
111,AI extraction error,low extraction error,0.64466707041632,0.8258317132452722,0.18116464282895217,0.11615055177551148,0.5981766317652697,1.0534867947252746,1
112,AI extraction error,low extraction error,0.6489255647363287,0.7152279159262879,0.0663023511899592,0.10434761196477263,0.5107065964753335,0.9197492353772423,1
113,AI extraction error,low extraction error,0.6581528572178286,0.7267775637316004,0.06862470651377184,0.1083362320842848,0.5144385488464022,0.9391165786167986,1
114,AI extraction error,low extraction error,0.6433088952595181,0.6227467092528682,-0.02056218600664983,0.10509624056118233,0.4167580777529509,0.8287353407527855,1
115,AI extraction error,low extraction error,0.6376231733159823,0.6803605750057439,0.04273740168976159,0.1140985640512177,0.4567273894653572,0.9039937605461306,1
116,AI extraction error,low extraction error,0.6354671249902634,0.42484335828207337,-0.21062376670819,0.10881196453774791,0.21157190778808746,0.6381148087760593,1
117,AI extraction error,low extraction error,0.667144145727901,0.6735287543618403,0.006384608633939304,0.10978443126719788,0.4583512690781325,0.8887062396455482,1
118,AI extraction error,low extraction error,0.6491946375883408,0.4870403978834671,-0.16215423970487375,0.11103809637418939,0.2694057289900559,0.7046750667768783,1
119,AI extraction error,low extraction error,0.6552144188617763,0.6633479474751148,0.008133528613338492,0.10116118205892864,0.46507203063961466,0.861623864310615,1
120,AI extraction error,low extraction error,0.6484778292908614,0.7912586803756348,0.14278085108477345,0.11094671932799731,0.5738031104927601,1.0087142502585096,1
121,AI extraction error,low extraction error,0.6414602482119797,0.7260197133878291,0.08455946517584945,0.1137360086545487,0.5030971364249137,0.9489422903507445,1
122,AI extraction error,low extraction error,0.6384532141933601,0.593643722742002,-0.04480949145135815,0.11308027250754955,0.3720063886272048,0.8152810568567991,1
123,AI extraction error,low extraction error,0.6385112884529768,0.6621979179261673,0.023686629473190557,0.11694452626403742,0.432986646448654,0.8914091894036806,1
124,AI extraction error,low extraction error,0.6596024283402332,0.5274950072104454,-0.1321074211297878,0.12635673522645854,0.27983580616658665,0.7751542082543041,1
125,AI extraction error,low extraction error,0.6436352377160478,0.6742302688760077,0.030595031159959873,0.1101052054460513,0.45842406620174714,0.8900364715502682,1
126,AI extraction error,low extraction error,0.6508272121511812,0.710007694365495,0.05918048221431382,0.11949706599164447,0.4757934450218719,0.9442219437091182,1
127,AI extraction error,low extraction error,0.6304809739054907,0.8153172491722417,0.18483627526675095,0.10548775582571389,0.6085612477538425,1.022073250590641,1
128,AI extraction error,low extraction error,0.6202575389890376,0.5346591943953662,-0.08559834459367133,0.1070665106657337,0.32480883349052825,0.7445095553002042,1
129,AI extraction error,low extraction error,0.6436137074674788,0.7473466383099386,0.10373293084245983,0.11066932952143436,0.5304347524479273,0.96425852417195,1
130,AI extraction error,low extraction error,0.6311000623577239,0.6562160655052428,0.02511600314751894,0.11380224802951125,0.43316365936740076,0.8792684716430849,1
131,AI extraction error,low extraction error,0.6709315253065856,0.737408095925247,0.06647657061866141,0.12236782265850744,0.4975671635145724,0.9772490283359216,1
132,AI extraction error,low extraction error,0.6274263596642652,0.571953106674499,-0.05547325298976624,0.11693676938499474,0.34275703867990925,0.8011491746690886,1
133,AI extraction error,low extraction error,0.6563792574891557,0.6139494605105402,-0.042429796978615486,0.11006153253980072,0.39822885673253083,0.8296700642885496,1
134,AI extraction error,low extraction error,0.6370565703803502,0.6862040417695018,0.04914747138915154,0.10263916746853652,0.4850312735311702,0.8873768100078334,1
135,AI extraction error,low extraction error,0.6546750020033425,0.6118654357122335,-0.04280956629110899,0.10283312645434263,0.41031250786172196,0.813418363562745,1
136,AI extraction error,low extraction error,0.6448977329489957,0.7211093435679471,0.07621161061895143,0.11398862779415377,0.49769163309140574,0.9445270540444884,1
137,AI extraction error,low extraction error,0.648465778882206,0.6159961349635363,-0.03246964391866969,0.12324857911736818,0.3744289198934947,0.857563350033578,1
138,AI extraction error,low extraction error,0.656252149123748,0.5607975075515704,-0.09545464157217753,0.11908529749621286,0.32739032445899324,0.7942046906441476,1
139,AI extraction error,low extraction error,0.6268793094370283,0.6217966138131806,-0.005082695623847666,0.12498102280316226,0.3768338091189826,0.8667594185073786,1
140,AI extraction error,low extraction error,0.6316869634547632,0.6517186296282658,0.020031666173502605,0.10330241833835171,0.4492458896850964,0.8541913695714352,1
141,AI extraction error,low extraction error,0.6456524043150413,0.7906890700213466,0.14503666570630525,0.10676921465728775,0.5814214092930626,0.9999567307496305,1
142,AI extraction error,low extraction error,0.6217875049551201,0.764365111532493,0.14257760657737284,0.1041797044038783,0.5601728909008915,0.9685573321640945,1
143,AI extraction error,low extraction error,0.6660670351716377,0.5221870684841097,-0.143879966687528,0.10578080533851633,0.31485669002061767,0.7295174469476017,1
144,AI extraction error,low extraction error,0.6479302004923001,0.8102656101021312,0.16233540960983106,0.09311538179502546,0.6277594617838813,0.992771758420381,1
145,AI extraction error,low extraction error,0.6446588782079283,0.5140512861093955,-0.1306075920985328,0.1053338142175348,0.3075970102430273,0.7205055619757638,1
146,AI extraction error,low extraction error,0.6386321231740629,0.5552517151436106,-0.08338040803045232,0.11096899310408456,0.33775248865960483,0.7727509416276164,1
147,AI extraction error,low extraction error,0.6498311128433547,0.4430903407955534,-0.20674077204780134,0.11149225606311454,0.22456551891184887,0.6616151626792579,1
148,AI extraction error,low extraction error,0.6641586523860182,0.6970809769781395,0.0329223245921213,0.1143256894109204,0.47300262573273555,0.9211593282235435,1
149,AI extraction error,low extraction error,0.6456545043452991,0.8350507058051605,0.18939620145986136,0.10587219835846695,0.6275411970225653,1.0425602145877557,1
150,AI extraction error,low extraction error,0.6466399842405463,0.6049681803142894,-0.0416718039262568,0.10172974658802654,0.4055778770017574,0.8043584836268215,1
151,AI extraction error,low extraction error,0.6468515547998266,0.49765909176673623,-0.14919246303309036,0.10219078112843809,0.2973651607549976,0.6979530227784749,1
152,AI extraction error,low extraction error,0.6341634737657131,0.5028785042194809,-0.13128496954623226,0.1048583743140979,0.297356090563849,0.7084009178751127,1
153,AI extraction error,low extraction error,0.6548937717676815,0.6759174874959574,0.021023715728275882,0.10522376295248984,0.4696789121090773,0.8821560628828374,1
154,AI extraction error,low extraction error,0.634299330383818,0.5398983691592576,-0.09440096122456043,0.10886117134909426,0.3265304733150328,0.7532662650034824,1
155,AI extraction error,low extraction error,0.6491510446698002,0.7798364534115488,0.1306854087417486,0.10572225539100324,0.5726208328451825,0.9870520739779152,1
156,AI extraction error,low extraction error,0.6519560970306434,0.669257954551774,0.01730185752113056,0.12003516612651202,0.4339890289438104,0.9045268801597375,1
157,AI extraction error,low extraction error,0.6358959049095367,0.72480530451865,0.08890939960911326,0.1044981648548213,0.5199889014032002,0.9296217076340998,1
158,AI extraction error,low extraction error,0.6516122591346872,0.7894935610533421,0.13788130191865489,0.11385306843914275,0.5663415469126223,1.012645575194062,1
159,AI extraction error,low extraction error,0.6366008268578319,0.5912509493953073,-0.04534987746252461,0.10114065257435477,0.39301527034957195,0.7894866284410427,1
160,AI extraction error,low extraction error,0.6502091351915499,0.5125842494247831,-0.1376248857667668,0.11358236583803888,0.2899628123822269,0.7352056864673393,1
161,AI extraction error,low extraction error,0.6416370279003393,0.5937177743329045,-0.04791925356743476,0.11905601422531994,0.36036798645127743,0.8270675622145316,1
162,AI extraction error,low extraction error,0.6477915364406852,0.6885976919630218,0.040806155522336574,0.10338586476635364,0.48596139702096863,0.8912339869050749,1
163,AI extraction error,low extraction error,0.6436618672964333,0.9873224494595547,0.34366058216312145,0.11180225450389039,0.7681900306319296,1.2064548682871798,0
164,AI extraction error,low extraction error,0.6479672264847679,0.7349332549654415,0.08696602848067359,0.11983558565651191,0.5000555070786782,0.9698110028522048,1
165,AI extraction error,low extraction error,0.6408628381468415,0.6803186516558627,0.039455813509021165,0.11776973195072245,0.4494899770324467,0.9111473262792786,1
166,AI extraction error,low extraction error,0.6216284043660693,0.6587889681376533,0.037160563771584054,0.12201857741961845,0.41963255639520114,0.8979453798801055,1
167,AI extraction error,low extraction error,0.6605276792618736,0.6429360262211262,-0.01759165304074739,0.11034816465292846,0.42665362350138647,0.859218428940866,1
168,AI extraction error,low extraction error,0.6538912350930363,0.7748533960933297,0.12096216100029344,0.12348753668856899,0.5328178241837345,1.016888968002925,1
169,AI extraction error,low extraction error,0.6552578857222566,0.5075967618172567,-0.14766112390499997,0.1225891801856764,0.2673219686533309,0.7478715549811824,1
170,AI extraction error,low extraction error,0.6538110431631309,0.5695956957365883,-0.08421534742654257,0.106813593644972,0.3602410521924432,0.7789503392807334,1
171,AI extraction error,low extraction error,0.6353586682004421,0.6648196051585193,0.029460936958077277,0.10418498044370798,0.4606170434888517,0.869022166828187,1
172,AI extraction error,low extraction error,0.6379880911990232,0.6160096987447218,-0.021978392454301443,0.09869927327064053,0.42255912313426636,0.8094602743551772,1
173,AI extraction error,low extraction error,0.6373983625616417,0.4527401353437391,-0.18465822721790265,0.1113227702032563,0.23454750574535674,0.6709327649421214,1
174,AI extraction error,low extraction error,0.6393500643639891,0.6342760313165836,-0.005074033047405502,0.1192863658713856,0.40047475420866785,0.8680773084244994,1
175,AI extraction error,low extraction error,0.6402781652654377,0.7272343342006752,0.0869561689352375,0.1094041662441542,0.512802168362133,0.9416665000392174,1
176,AI extraction error,low extraction error,0.6375863819503422,0.7705498354593908,0.1329634535090486,0.1176675933940261,0.5399213524070996,1.001178318511682,1
177,AI extraction error,low extraction error,0.6427427320815906,0.7392871357298181,0.09654440364822747,0.12668726325856206,0.49098009974303647,0.9875941717165997,1
178,AI extraction error,low extraction error,0.6496125979520374,0.7146392125236192,0.06502661457158176,0.11921773431513075,0.48097245326596294,0.9483059717812754,1
179,AI extraction error,low extraction error,0.6248074285855595,0.6905247775087521,0.06571734892319259,0.1039565703259603,0.4867698996698699,0.8942796553476342,1
180,AI extraction error,low extraction error,0.6570869329088233,0.7677092043342875,0.11062227142546421,0.1158901210701318,0.5405645670368291,0.9948538416317458,1
181,AI extraction error,low extraction error,0.6323005359796497,0.7228939718462442,0.09059343586659441,0.10885932355529364,0.5095296976778686,0.9362582460146197,1
182,AI extraction error,low extraction error,0.6398503909680929,0.7130066235200976,0.07315623255200465,0.12791332360871727,0.46229650924701177,0.9637167377931835,1
183,AI extraction error,low extraction error,0.636580454741325,0.772564666767307,0.135984212025982,0.10664577722229521,0.5635389434116084,0.9815903901230055,1
184,AI extraction error,low extraction error,0.6345476795584646,0.759799372834447,0.1252516932759824,0.11341804795628378,0.5374999988401308,0.9820987468287632,1
185,AI extraction error,low extraction error,0.6478587001373999,0.7187893078139,0.07093060767650017,0.11078776788219388,0.5016452827648,0.9359333328630001,1
186,AI extraction error,low extraction error,0.6408245431220606,0.6782321500362755,0.03740760691421485,0.1234638027372616,0.4362430966712427,0.9202212034013082,1
187,AI extraction error,low extraction error,0.6534572542649305,0.8317118575127029,0.17825460324777243,0.10960368383295066,0.6168886372001197,1.0465350778252862,1
188,AI extraction error,low extraction error,0.6435920712225373,0.7856092752663886,0.14201720404385132,0.11348947084488463,0.5631699124104147,1.0080486381223626,1
189,AI extraction error,low extraction error,0.6506162780479947,0.639506317524091,-0.011109960523903673,0.10619834668948767,0.4313575580126952,0.8476550770354869,1
190,AI extraction error,low extraction error,0.6386223416801959,0.6480907179257962,0.009468376245600263,0.10999920260016527,0.4324922808294723,0.8636891550221202,1
191,AI extraction error,low extraction error,0.6529792560420106,0.565365240082863,-0.08761401595914753,0.1170632362408207,0.3359212970508545,0.7948091831148716,1
192,AI extraction error,low extraction error,0.6473298421751024,0.4141719113253926,-0.23315793084970976,0.11572747433506664,0.187346061628662,0.6409977610221232,0
193,AI extraction error,low extraction error,0.6570927084702688,0.5862238939982678,-0.070868814472001,0.1187922092291639,0.3533911639091065,0.8190566240874291,1
194,AI extraction error,low extraction error,0.6547864081896945,0.4433719286582363,-0.21141447953145814,0.11518203423114753,0.21761514156518716,0.6691287157512855,1
195,AI extraction error,low extraction error,0.639999404451621,0.7635739650957188,0.12357456064409789,0.10359419170697859,0.5605293493500408,0.9666185808413968,1
